#h	k	l			DE/EP	Eback-scattering (eV)					
-1	7	5	75		3.74116065302299E-06	9489.7306971827
-1	7	-5	75		3.74116065302299E-06	9489.7306971827
-1	-7	5	75		3.74116065302299E-06	9489.7306971827
-1	-7	-5	75		3.74116065302299E-06	9489.7306971827
5	1	7	75		3.74116065302299E-06	9489.7306971827
5	1	-7	75		3.74116065302299E-06	9489.7306971827
5	-1	7	75		3.74116065302299E-06	9489.7306971827
5	-1	-7	75		3.74116065302299E-06	9489.7306971827
-5	1	7	75		3.74116065302299E-06	9489.7306971827
-5	1	-7	75		3.74116065302299E-06	9489.7306971827
-5	-1	7	75		3.74116065302299E-06	9489.7306971827
-5	-1	-7	75		3.74116065302299E-06	9489.7306971827
5	5	5	75		3.74116065302299E-06	9489.7306971827
5	5	-5	75		3.74116065302299E-06	9489.7306971827
5	-5	5	75		3.74116065302299E-06	9489.7306971827
5	-5	-5	75		3.74116065302299E-06	9489.7306971827
-5	5	5	75		3.74116065302299E-06	9489.7306971827
-5	5	-5	75		3.74116065302299E-06	9489.7306971827
-5	-5	5	75		3.74116065302299E-06	9489.7306971827
-5	-5	-5	75		3.74116065302299E-06	9489.7306971827
5	7	1	75		3.74116065302299E-06	9489.7306971827
5	7	-1	75		3.74116065302299E-06	9489.7306971827
5	-7	1	75		3.74116065302299E-06	9489.7306971827
5	-7	-1	75		3.74116065302299E-06	9489.7306971827
-5	7	1	75		3.74116065302299E-06	9489.7306971827
-5	7	-1	75		3.74116065302299E-06	9489.7306971827
-5	-7	1	75		3.74116065302299E-06	9489.7306971827
-5	-7	-1	75		3.74116065302299E-06	9489.7306971827
7	1	5	75		3.74116065302299E-06	9489.7306971827
7	1	-5	75		3.74116065302299E-06	9489.7306971827
7	-1	5	75		3.74116065302299E-06	9489.7306971827
7	-1	-5	75		3.74116065302299E-06	9489.7306971827
-7	1	5	75		3.74116065302299E-06	9489.7306971827
-7	1	-5	75		3.74116065302299E-06	9489.7306971827
-7	-1	5	75		3.74116065302299E-06	9489.7306971827
-7	-1	-5	75		3.74116065302299E-06	9489.7306971827
7	5	1	75		3.74116065302299E-06	9489.7306971827
7	5	-1	75		3.74116065302299E-06	9489.7306971827
7	-5	1	75		3.74116065302299E-06	9489.7306971827
7	-5	-1	75		3.74116065302299E-06	9489.7306971827
-7	5	1	75		3.74116065302299E-06	9489.7306971827
-7	5	-1	75		3.74116065302299E-06	9489.7306971827
-7	-5	1	75		3.74116065302299E-06	9489.7306971827
-7	-5	-1	75		3.74116065302299E-06	9489.7306971827
0	4	8	80		4.62234279305786E-06	9800.9517200485
0	4	-8	80		4.62234279305786E-06	9800.9517200485
0	-4	8	80		4.62234279305786E-06	9800.9517200485
0	-4	-8	80		4.62234279305786E-06	9800.9517200485
0	8	4	80		4.62234279305786E-06	9800.9517200485
0	8	-4	80		4.62234279305786E-06	9800.9517200485
0	-8	4	80		4.62234279305786E-06	9800.9517200485
0	-8	-4	80		4.62234279305786E-06	9800.9517200485
4	0	8	80		4.62234279305786E-06	9800.9517200485
4	0	-8	80		4.62234279305786E-06	9800.9517200485
-4	0	8	80		4.62234279305786E-06	9800.9517200485
-4	0	-8	80		4.62234279305786E-06	9800.9517200485
4	8	0	80		4.62234279305786E-06	9800.9517200485
4	-8	0	80		4.62234279305786E-06	9800.9517200485
-4	8	0	80		4.62234279305786E-06	9800.9517200485
-4	-8	0	80		4.62234279305786E-06	9800.9517200485
8	0	4	80		4.62234279305786E-06	9800.9517200485
8	0	-4	80		4.62234279305786E-06	9800.9517200485
-8	0	4	80		4.62234279305786E-06	9800.9517200485
-8	0	-4	80		4.62234279305786E-06	9800.9517200485
8	4	0	80		4.62234279305786E-06	9800.9517200485
8	-4	0	80		4.62234279305786E-06	9800.9517200485
-8	4	0	80		4.62234279305786E-06	9800.9517200485
-8	-4	0	80		4.62234279305786E-06	9800.9517200485
1	1	9	83		3.05541286248773E-06	9983.0283064271
1	1	-9	83		3.05541286248773E-06	9983.0283064271
1	-1	9	83		3.05541286248773E-06	9983.0283064271
1	-1	-9	83		3.05541286248773E-06	9983.0283064271
-1	1	9	83		3.05541286248773E-06	9983.0283064271
-1	1	-9	83		3.05541286248773E-06	9983.0283064271
-1	-1	9	83		3.05541286248773E-06	9983.0283064271
-1	-1	-9	83		3.05541286248773E-06	9983.0283064271
1	9	1	83		3.05541286248773E-06	9983.0283064271
1	9	-1	83		3.05541286248773E-06	9983.0283064271
1	-9	1	83		3.05541286248773E-06	9983.0283064271
1	-9	-1	83		3.05541286248773E-06	9983.0283064271
-1	9	1	83		3.05541286248773E-06	9983.0283064271
-1	9	-1	83		3.05541286248773E-06	9983.0283064271
-1	-9	1	83		3.05541286248773E-06	9983.0283064271
-1	-9	-1	83		3.05541286248773E-06	9983.0283064271
3	5	7	83		3.05541286248773E-06	9983.0283064271
3	5	-7	83		3.05541286248773E-06	9983.0283064271
3	-5	7	83		3.05541286248773E-06	9983.0283064271
3	-5	-7	83		3.05541286248773E-06	9983.0283064271
-3	5	7	83		3.05541286248773E-06	9983.0283064271
-3	5	-7	83		3.05541286248773E-06	9983.0283064271
-3	-5	7	83		3.05541286248773E-06	9983.0283064271
-3	-5	-7	83		3.05541286248773E-06	9983.0283064271
3	7	5	83		3.05541286248773E-06	9983.0283064271
3	7	-5	83		3.05541286248773E-06	9983.0283064271
3	-7	5	83		3.05541286248773E-06	9983.0283064271
3	-7	-5	83		3.05541286248773E-06	9983.0283064271
-3	7	5	83		3.05541286248773E-06	9983.0283064271
-3	7	-5	83		3.05541286248773E-06	9983.0283064271
-3	-7	5	83		3.05541286248773E-06	9983.0283064271
-3	-7	-5	83		3.05541286248773E-06	9983.0283064271
5	3	7	83		3.05541286248773E-06	9983.0283064271
5	3	-7	83		3.05541286248773E-06	9983.0283064271
5	-3	7	83		3.05541286248773E-06	9983.0283064271
5	-3	-7	83		3.05541286248773E-06	9983.0283064271
-5	3	7	83		3.05541286248773E-06	9983.0283064271
-5	3	-7	83		3.05541286248773E-06	9983.0283064271
-5	-3	7	83		3.05541286248773E-06	9983.0283064271
-5	-3	-7	83		3.05541286248773E-06	9983.0283064271
5	7	3	83		3.05541286248773E-06	9983.0283064271
5	7	-3	83		3.05541286248773E-06	9983.0283064271
5	-7	3	83		3.05541286248773E-06	9983.0283064271
5	-7	-3	83		3.05541286248773E-06	9983.0283064271
-5	7	3	83		3.05541286248773E-06	9983.0283064271
-5	7	-3	83		3.05541286248773E-06	9983.0283064271
-5	-7	3	83		3.05541286248773E-06	9983.0283064271
-5	-7	-3	83		3.05541286248773E-06	9983.0283064271
7	3	5	83		3.05541286248773E-06	9983.0283064271
7	3	-5	83		3.05541286248773E-06	9983.0283064271
7	-3	5	83		3.05541286248773E-06	9983.0283064271
7	-3	-5	83		3.05541286248773E-06	9983.0283064271
-7	3	5	83		3.05541286248773E-06	9983.0283064271
-7	3	-5	83		3.05541286248773E-06	9983.0283064271
-7	-3	5	83		3.05541286248773E-06	9983.0283064271
-7	-3	-5	83		3.05541286248773E-06	9983.0283064271
7	5	3	83		3.05541286248773E-06	9983.0283064271
7	5	-3	83		3.05541286248773E-06	9983.0283064271
7	-5	3	83		3.05541286248773E-06	9983.0283064271
7	-5	-3	83		3.05541286248773E-06	9983.0283064271
-7	5	3	83		3.05541286248773E-06	9983.0283064271
-7	5	-3	83		3.05541286248773E-06	9983.0283064271
-7	-5	3	83		3.05541286248773E-06	9983.0283064271
-7	-5	-3	83		3.05541286248773E-06	9983.0283064271
9	1	1	83		3.05541286248773E-06	9983.0283064271
9	1	-1	83		3.05541286248773E-06	9983.0283064271
9	-1	1	83		3.05541286248773E-06	9983.0283064271
9	-1	-1	83		3.05541286248773E-06	9983.0283064271
-9	1	1	83		3.05541286248773E-06	9983.0283064271
-9	1	-1	83		3.05541286248773E-06	9983.0283064271
-9	-1	1	83		3.05541286248773E-06	9983.0283064271
-9	-1	-1	83		3.05541286248773E-06	9983.0283064271
4	6	6	88		3.79430853408559E-06	10279.3248844754
4	6	-6	88		3.79430853408559E-06	10279.3248844754
4	-6	6	88		3.79430853408559E-06	10279.3248844754
4	-6	-6	88		3.79430853408559E-06	10279.3248844754
-4	6	6	88		3.79430853408559E-06	10279.3248844754
-4	6	-6	88		3.79430853408559E-06	10279.3248844754
-4	-6	6	88		3.79430853408559E-06	10279.3248844754
-4	-6	-6	88		3.79430853408559E-06	10279.3248844754
6	4	6	88		3.79430853408559E-06	10279.3248844754
6	4	-6	88		3.79430853408559E-06	10279.3248844754
6	-4	6	88		3.79430853408559E-06	10279.3248844754
6	-4	-6	88		3.79430853408559E-06	10279.3248844754
-6	4	6	88		3.79430853408559E-06	10279.3248844754
-6	4	-6	88		3.79430853408559E-06	10279.3248844754
-6	-4	6	88		3.79430853408559E-06	10279.3248844754
-6	-4	-6	88		3.79430853408559E-06	10279.3248844754
6	6	4	88		3.79430853408559E-06	10279.3248844754
6	6	-4	88		3.79430853408559E-06	10279.3248844754
6	-6	4	88		3.79430853408559E-06	10279.3248844754
6	-6	-4	88		3.79430853408559E-06	10279.3248844754
-6	6	4	88		3.79430853408559E-06	10279.3248844754
-6	6	-4	88		3.79430853408559E-06	10279.3248844754
-6	-6	4	88		3.79430853408559E-06	10279.3248844754
-6	-6	-4	88		3.79430853408559E-06	10279.3248844754
1	3	9	91		2.50662932898772E-06	10453.0722578961
1	3	-9	91		2.50662932898772E-06	10453.0722578961
1	-3	9	91		2.50662932898772E-06	10453.0722578961
1	-3	-9	91		2.50662932898772E-06	10453.0722578961
-1	3	9	91		2.50662932898772E-06	10453.0722578961
-1	3	-9	91		2.50662932898772E-06	10453.0722578961
-1	-3	9	91		2.50662932898772E-06	10453.0722578961
-1	-3	-9	91		2.50662932898772E-06	10453.0722578961
1	9	3	91		2.50662932898772E-06	10453.0722578961
1	9	-3	91		2.50662932898772E-06	10453.0722578961
1	-9	3	91		2.50662932898772E-06	10453.0722578961
1	-9	-3	91		2.50662932898772E-06	10453.0722578961
-1	9	3	91		2.50662932898772E-06	10453.0722578961
-1	9	-3	91		2.50662932898772E-06	10453.0722578961
-1	-9	3	91		2.50662932898772E-06	10453.0722578961
-1	-9	-3	91		2.50662932898772E-06	10453.0722578961
3	1	9	91		2.50662932898772E-06	10453.0722578961
3	1	-9	91		2.50662932898772E-06	10453.0722578961
3	-1	9	91		2.50662932898772E-06	10453.0722578961
3	-1	-9	91		2.50662932898772E-06	10453.0722578961
-3	1	9	91		2.50662932898772E-06	10453.0722578961
-3	1	-9	91		2.50662932898772E-06	10453.0722578961
-3	-1	9	91		2.50662932898772E-06	10453.0722578961
-3	-1	-9	91		2.50662932898772E-06	10453.0722578961
3	9	1	91		2.50662932898772E-06	10453.0722578961
3	9	-1	91		2.50662932898772E-06	10453.0722578961
3	-9	1	91		2.50662932898772E-06	10453.0722578961
3	-9	-1	91		2.50662932898772E-06	10453.0722578961
-3	9	1	91		2.50662932898772E-06	10453.0722578961
-3	9	-1	91		2.50662932898772E-06	10453.0722578961
-3	-9	1	91		2.50662932898772E-06	10453.0722578961
-3	-9	-1	91		2.50662932898772E-06	10453.0722578961
9	1	3	91		2.50662932898772E-06	10453.0722578961
9	1	-3	91		2.50662932898772E-06	10453.0722578961
9	-1	3	91		2.50662932898772E-06	10453.0722578961
9	-1	-3	91		2.50662932898772E-06	10453.0722578961
-9	1	3	91		2.50662932898772E-06	10453.0722578961
-9	1	-3	91		2.50662932898772E-06	10453.0722578961
-9	-1	3	91		2.50662932898772E-06	10453.0722578961
-9	-1	-3	91		2.50662932898772E-06	10453.0722578961
9	3	1	91		2.50662932898772E-06	10453.0722578961
9	3	-1	91		2.50662932898772E-06	10453.0722578961
9	-3	1	91		2.50662932898772E-06	10453.0722578961
9	-3	-1	91		2.50662932898772E-06	10453.0722578961
-9	3	1	91		2.50662932898772E-06	10453.0722578961
-9	3	-1	91		2.50662932898772E-06	10453.0722578961
-9	-3	1	91		2.50662932898772E-06	10453.0722578961
-9	-3	-1	91		2.50662932898772E-06	10453.0722578961
4	4	8	96		3.11114767610063E-06	10736.4046841793
4	4	-8	96		3.11114767610063E-06	10736.4046841793
4	-4	8	96		3.11114767610063E-06	10736.4046841793
4	-4	-8	96		3.11114767610063E-06	10736.4046841793
-4	4	8	96		3.11114767610063E-06	10736.4046841793
-4	4	-8	96		3.11114767610063E-06	10736.4046841793
-4	-4	8	96		3.11114767610063E-06	10736.4046841793
-4	-4	-8	96		3.11114767610063E-06	10736.4046841793
4	8	4	96		3.11114767610063E-06	10736.4046841793
4	8	-4	96		3.11114767610063E-06	10736.4046841793
4	-8	4	96		3.11114767610063E-06	10736.4046841793
4	-8	-4	96		3.11114767610063E-06	10736.4046841793
-4	8	4	96		3.11114767610063E-06	10736.4046841793
-4	8	-4	96		3.11114767610063E-06	10736.4046841793
-4	-8	4	96		3.11114767610063E-06	10736.4046841793
-4	-8	-4	96		3.11114767610063E-06	10736.4046841793
8	4	4	96		3.11114767610063E-06	10736.4046841793
8	4	-4	96		3.11114767610063E-06	10736.4046841793
8	-4	4	96		3.11114767610063E-06	10736.4046841793
8	-4	-4	96		3.11114767610063E-06	10736.4046841793
-8	4	4	96		3.11114767610063E-06	10736.4046841793
-8	4	-4	96		3.11114767610063E-06	10736.4046841793
-8	-4	4	96		3.11114767610063E-06	10736.4046841793
-8	-4	-4	96		3.11114767610063E-06	10736.4046841793
1	7	7	99		2.03631674791072E-06	10902.8704977482
1	7	-7	99		2.03631674791072E-06	10902.8704977482
1	-7	7	99		2.03631674791072E-06	10902.8704977482
1	-7	-7	99		2.03631674791072E-06	10902.8704977482
-1	7	7	99		2.03631674791072E-06	10902.8704977482
-1	7	-7	99		2.03631674791072E-06	10902.8704977482
-1	-7	7	99		2.03631674791072E-06	10902.8704977482
-1	-7	-7	99		2.03631674791072E-06	10902.8704977482
3	3	9	99		2.03631674791072E-06	10902.8704977482
3	3	-9	99		2.03631674791072E-06	10902.8704977482
3	-3	9	99		2.03631674791072E-06	10902.8704977482
3	-3	-9	99		2.03631674791072E-06	10902.8704977482
-3	3	9	99		2.03631674791072E-06	10902.8704977482
-3	3	-9	99		2.03631674791072E-06	10902.8704977482
-3	-3	9	99		2.03631674791072E-06	10902.8704977482
-3	-3	-9	99		2.03631674791072E-06	10902.8704977482
3	9	3	99		2.03631674791072E-06	10902.8704977482
3	9	-3	99		2.03631674791072E-06	10902.8704977482
3	-9	3	99		2.03631674791072E-06	10902.8704977482
3	-9	-3	99		2.03631674791072E-06	10902.8704977482
-3	9	3	99		2.03631674791072E-06	10902.8704977482
-3	9	-3	99		2.03631674791072E-06	10902.8704977482
-3	-9	3	99		2.03631674791072E-06	10902.8704977482
-3	-9	-3	99		2.03631674791072E-06	10902.8704977482
5	5	7	99		2.03631674791072E-06	10902.8704977482
5	5	-7	99		2.03631674791072E-06	10902.8704977482
5	-5	7	99		2.03631674791072E-06	10902.8704977482
5	-5	-7	99		2.03631674791072E-06	10902.8704977482
-5	5	7	99		2.03631674791072E-06	10902.8704977482
-5	5	-7	99		2.03631674791072E-06	10902.8704977482
-5	-5	7	99		2.03631674791072E-06	10902.8704977482
-5	-5	-7	99		2.03631674791072E-06	10902.8704977482
5	7	5	99		2.03631674791072E-06	10902.8704977482
5	7	-5	99		2.03631674791072E-06	10902.8704977482
5	-7	5	99		2.03631674791072E-06	10902.8704977482
5	-7	-5	99		2.03631674791072E-06	10902.8704977482
-5	7	5	99		2.03631674791072E-06	10902.8704977482
-5	7	-5	99		2.03631674791072E-06	10902.8704977482
-5	-7	5	99		2.03631674791072E-06	10902.8704977482
-5	-7	-5	99		2.03631674791072E-06	10902.8704977482
7	1	7	99		2.03631674791072E-06	10902.8704977482
7	1	-7	99		2.03631674791072E-06	10902.8704977482
7	-1	7	99		2.03631674791072E-06	10902.8704977482
7	-1	-7	99		2.03631674791072E-06	10902.8704977482
-7	1	7	99		2.03631674791072E-06	10902.8704977482
-7	1	-7	99		2.03631674791072E-06	10902.8704977482
-7	-1	7	99		2.03631674791072E-06	10902.8704977482
-7	-1	-7	99		2.03631674791072E-06	10902.8704977482
7	5	5	99		2.03631674791072E-06	10902.8704977482
7	5	-5	99		2.03631674791072E-06	10902.8704977482
7	-5	5	99		2.03631674791072E-06	10902.8704977482
7	-5	-5	99		2.03631674791072E-06	10902.8704977482
-7	5	5	99		2.03631674791072E-06	10902.8704977482
-7	5	-5	99		2.03631674791072E-06	10902.8704977482
-7	-5	5	99		2.03631674791072E-06	10902.8704977482
-7	-5	-5	99		2.03631674791072E-06	10902.8704977482
7	7	1	99		2.03631674791072E-06	10902.8704977482
7	7	-1	99		2.03631674791072E-06	10902.8704977482
7	-7	1	99		2.03631674791072E-06	10902.8704977482
7	-7	-1	99		2.03631674791072E-06	10902.8704977482
-7	7	1	99		2.03631674791072E-06	10902.8704977482
-7	7	-1	99		2.03631674791072E-06	10902.8704977482
-7	-7	1	99		2.03631674791072E-06	10902.8704977482
-7	-7	-1	99		2.03631674791072E-06	10902.8704977482
9	3	3	99		2.03631674791072E-06	10902.8704977482
9	3	-3	99		2.03631674791072E-06	10902.8704977482
9	-3	3	99		2.03631674791072E-06	10902.8704977482
9	-3	-3	99		2.03631674791072E-06	10902.8704977482
-9	3	3	99		2.03631674791072E-06	10902.8704977482
-9	3	-3	99		2.03631674791072E-06	10902.8704977482
-9	-3	3	99		2.03631674791072E-06	10902.8704977482
-9	-3	-3	99		2.03631674791072E-06	10902.8704977482
0	10	2	104		2.6132219697455E-06	11174.8042937824
0	10	-2	104		2.6132219697455E-06	11174.8042937824
0	-10	2	104		2.6132219697455E-06	11174.8042937824
0	-10	-2	104		2.6132219697455E-06	11174.8042937824
0	2	10	104		2.6132219697455E-06	11174.8042937824
0	2	-10	104		2.6132219697455E-06	11174.8042937824
0	-2	10	104		2.6132219697455E-06	11174.8042937824
0	-2	-10	104		2.6132219697455E-06	11174.8042937824
10	0	2	104		2.6132219697455E-06	11174.8042937824
10	0	-2	104		2.6132219697455E-06	11174.8042937824
-10	0	2	104		2.6132219697455E-06	11174.8042937824
-10	0	-2	104		2.6132219697455E-06	11174.8042937824
10	2	0	104		2.6132219697455E-06	11174.8042937824
10	-2	0	104		2.6132219697455E-06	11174.8042937824
-10	2	0	104		2.6132219697455E-06	11174.8042937824
-10	-2	0	104		2.6132219697455E-06	11174.8042937824
2	0	10	104		2.6132219697455E-06	11174.8042937824
2	0	-10	104		2.6132219697455E-06	11174.8042937824
-2	0	10	104		2.6132219697455E-06	11174.8042937824
-2	0	-10	104		2.6132219697455E-06	11174.8042937824
2	10	0	104		2.6132219697455E-06	11174.8042937824
2	-10	0	104		2.6132219697455E-06	11174.8042937824
-2	10	0	104		2.6132219697455E-06	11174.8042937824
-2	-10	0	104		2.6132219697455E-06	11174.8042937824
2	6	8	104		2.6132219697455E-06	11174.8042937824
2	6	-8	104		2.6132219697455E-06	11174.8042937824
2	-6	8	104		2.6132219697455E-06	11174.8042937824
2	-6	-8	104		2.6132219697455E-06	11174.8042937824
-2	6	8	104		2.6132219697455E-06	11174.8042937824
-2	6	-8	104		2.6132219697455E-06	11174.8042937824
-2	-6	8	104		2.6132219697455E-06	11174.8042937824
-2	-6	-8	104		2.6132219697455E-06	11174.8042937824
2	8	6	104		2.6132219697455E-06	11174.8042937824
2	8	-6	104		2.6132219697455E-06	11174.8042937824
2	-8	6	104		2.6132219697455E-06	11174.8042937824
2	-8	-6	104		2.6132219697455E-06	11174.8042937824
-2	8	6	104		2.6132219697455E-06	11174.8042937824
-2	8	-6	104		2.6132219697455E-06	11174.8042937824
-2	-8	6	104		2.6132219697455E-06	11174.8042937824
-2	-8	-6	104		2.6132219697455E-06	11174.8042937824
6	2	8	104		2.6132219697455E-06	11174.8042937824
6	2	-8	104		2.6132219697455E-06	11174.8042937824
6	-2	8	104		2.6132219697455E-06	11174.8042937824
6	-2	-8	104		2.6132219697455E-06	11174.8042937824
-6	2	8	104		2.6132219697455E-06	11174.8042937824
-6	2	-8	104		2.6132219697455E-06	11174.8042937824
-6	-2	8	104		2.6132219697455E-06	11174.8042937824
-6	-2	-8	104		2.6132219697455E-06	11174.8042937824
6	8	2	104		2.6132219697455E-06	11174.8042937824
6	8	-2	104		2.6132219697455E-06	11174.8042937824
6	-8	2	104		2.6132219697455E-06	11174.8042937824
6	-8	-2	104		2.6132219697455E-06	11174.8042937824
-6	8	2	104		2.6132219697455E-06	11174.8042937824
-6	8	-2	104		2.6132219697455E-06	11174.8042937824
-6	-8	2	104		2.6132219697455E-06	11174.8042937824
-6	-8	-2	104		2.6132219697455E-06	11174.8042937824
8	2	6	104		2.6132219697455E-06	11174.8042937824
8	2	-6	104		2.6132219697455E-06	11174.8042937824
8	-2	6	104		2.6132219697455E-06	11174.8042937824
8	-2	-6	104		2.6132219697455E-06	11174.8042937824
-8	2	6	104		2.6132219697455E-06	11174.8042937824
-8	2	-6	104		2.6132219697455E-06	11174.8042937824
-8	-2	6	104		2.6132219697455E-06	11174.8042937824
-8	-2	-6	104		2.6132219697455E-06	11174.8042937824
8	6	2	104		2.6132219697455E-06	11174.8042937824
8	6	-2	104		2.6132219697455E-06	11174.8042937824
8	-6	2	104		2.6132219697455E-06	11174.8042937824
8	-6	-2	104		2.6132219697455E-06	11174.8042937824
-8	6	2	104		2.6132219697455E-06	11174.8042937824
-8	6	-2	104		2.6132219697455E-06	11174.8042937824
-8	-6	2	104		2.6132219697455E-06	11174.8042937824
-8	-6	-2	104		2.6132219697455E-06	11174.8042937824
1	5	9	107		2.24105199003718E-06	11334.8335035209
1	5	-9	107		2.24105199003718E-06	11334.8335035209
1	-5	9	107		2.24105199003718E-06	11334.8335035209
1	-5	-9	107		2.24105199003718E-06	11334.8335035209
-1	5	9	107		2.24105199003718E-06	11334.8335035209
-1	5	-9	107		2.24105199003718E-06	11334.8335035209
-1	-5	9	107		2.24105199003718E-06	11334.8335035209
-1	-5	-9	107		2.24105199003718E-06	11334.8335035209
1	9	5	107		2.24105199003718E-06	11334.8335035209
1	9	-5	107		2.24105199003718E-06	11334.8335035209
1	-9	5	107		2.24105199003718E-06	11334.8335035209
1	-9	-5	107		2.24105199003718E-06	11334.8335035209
-1	9	5	107		2.24105199003718E-06	11334.8335035209
-1	9	-5	107		2.24105199003718E-06	11334.8335035209
-1	-9	5	107		2.24105199003718E-06	11334.8335035209
-1	-9	-5	107		2.24105199003718E-06	11334.8335035209
3	7	7	107		2.24105199003718E-06	11334.8335035209
3	7	-7	107		2.24105199003718E-06	11334.8335035209
3	-7	7	107		2.24105199003718E-06	11334.8335035209
3	-7	-7	107		2.24105199003718E-06	11334.8335035209
-3	7	7	107		2.24105199003718E-06	11334.8335035209
-3	7	-7	107		2.24105199003718E-06	11334.8335035209
-3	-7	7	107		2.24105199003718E-06	11334.8335035209
-3	-7	-7	107		2.24105199003718E-06	11334.8335035209
5	1	9	107		2.24105199003718E-06	11334.8335035209
5	1	-9	107		2.24105199003718E-06	11334.8335035209
5	-1	9	107		2.24105199003718E-06	11334.8335035209
5	-1	-9	107		2.24105199003718E-06	11334.8335035209
-5	1	9	107		2.24105199003718E-06	11334.8335035209
-5	1	-9	107		2.24105199003718E-06	11334.8335035209
-5	-1	9	107		2.24105199003718E-06	11334.8335035209
-5	-1	-9	107		2.24105199003718E-06	11334.8335035209
5	9	1	107		2.24105199003718E-06	11334.8335035209
5	9	-1	107		2.24105199003718E-06	11334.8335035209
5	-9	1	107		2.24105199003718E-06	11334.8335035209
5	-9	-1	107		2.24105199003718E-06	11334.8335035209
-5	9	1	107		2.24105199003718E-06	11334.8335035209
-5	9	-1	107		2.24105199003718E-06	11334.8335035209
-5	-9	1	107		2.24105199003718E-06	11334.8335035209
-5	-9	-1	107		2.24105199003718E-06	11334.8335035209
7	3	7	107		2.24105199003718E-06	11334.8335035209
7	3	-7	107		2.24105199003718E-06	11334.8335035209
7	-3	7	107		2.24105199003718E-06	11334.8335035209
7	-3	-7	107		2.24105199003718E-06	11334.8335035209
-7	3	7	107		2.24105199003718E-06	11334.8335035209
-7	3	-7	107		2.24105199003718E-06	11334.8335035209
-7	-3	7	107		2.24105199003718E-06	11334.8335035209
-7	-3	-7	107		2.24105199003718E-06	11334.8335035209
7	7	3	107		2.24105199003718E-06	11334.8335035209
7	7	-3	107		2.24105199003718E-06	11334.8335035209
7	-7	3	107		2.24105199003718E-06	11334.8335035209
7	-7	-3	107		2.24105199003718E-06	11334.8335035209
-7	7	3	107		2.24105199003718E-06	11334.8335035209
-7	7	-3	107		2.24105199003718E-06	11334.8335035209
-7	-7	3	107		2.24105199003718E-06	11334.8335035209
-7	-7	-3	107		2.24105199003718E-06	11334.8335035209
9	1	5	107		2.24105199003718E-06	11334.8335035209
9	1	-5	107		2.24105199003718E-06	11334.8335035209
9	-1	5	107		2.24105199003718E-06	11334.8335035209
9	-1	-5	107		2.24105199003718E-06	11334.8335035209
-9	1	5	107		2.24105199003718E-06	11334.8335035209
-9	1	-5	107		2.24105199003718E-06	11334.8335035209
-9	-1	5	107		2.24105199003718E-06	11334.8335035209
-9	-1	-5	107		2.24105199003718E-06	11334.8335035209
9	5	1	107		2.24105199003718E-06	11334.8335035209
9	5	-1	107		2.24105199003718E-06	11334.8335035209
9	-5	1	107		2.24105199003718E-06	11334.8335035209
9	-5	-1	107		2.24105199003718E-06	11334.8335035209
-9	5	1	107		2.24105199003718E-06	11334.8335035209
-9	5	-1	107		2.24105199003718E-06	11334.8335035209
-9	-5	1	107		2.24105199003718E-06	11334.8335035209
-9	-5	-1	107		2.24105199003718E-06	11334.8335035209
3	5	9	115		0.000002	11750.9283043687
3	5	-9	115		0.000002	11750.9283043687
3	-5	9	115		0.000002	11750.9283043687
3	-5	-9	115		0.000002	11750.9283043687
-3	5	9	115		0.000002	11750.9283043687
-3	5	-9	115		0.000002	11750.9283043687
-3	-5	9	115		0.000002	11750.9283043687
-3	-5	-9	115		0.000002	11750.9283043687
3	9	5	115		0.000002	11750.9283043687
3	9	-5	115		0.000002	11750.9283043687
3	-9	5	115		0.000002	11750.9283043687
3	-9	-5	115		0.000002	11750.9283043687
-3	9	5	115		0.000002	11750.9283043687
-3	9	-5	115		0.000002	11750.9283043687
-3	-9	5	115		0.000002	11750.9283043687
-3	-9	-5	115		0.000002	11750.9283043687
5	3	9	115		0.000002	11750.9283043687
5	3	-9	115		0.000002	11750.9283043687
5	-3	9	115		0.000002	11750.9283043687
5	-3	-9	115		0.000002	11750.9283043687
-5	3	9	115		0.000002	11750.9283043687
-5	3	-9	115		0.000002	11750.9283043687
-5	-3	9	115		0.000002	11750.9283043687
-5	-3	-9	115		0.000002	11750.9283043687
5	9	3	115		0.000002	11750.9283043687
5	9	-3	115		0.000002	11750.9283043687
5	-9	3	115		0.000002	11750.9283043687
5	-9	-3	115		0.000002	11750.9283043687
-5	9	3	115		0.000002	11750.9283043687
-5	9	-3	115		0.000002	11750.9283043687
-5	-9	3	115		0.000002	11750.9283043687
-5	-9	-3	115		0.000002	11750.9283043687
9	3	5	115		0.000002	11750.9283043687
9	3	-5	115		0.000002	11750.9283043687
9	-3	5	115		0.000002	11750.9283043687
9	-3	-5	115		0.000002	11750.9283043687
-9	3	5	115		0.000002	11750.9283043687
-9	3	-5	115		0.000002	11750.9283043687
-9	-3	5	115		0.000002	11750.9283043687
-9	-3	-5	115		0.000002	11750.9283043687
9	5	3	115		0.000002	11750.9283043687
9	5	-3	115		0.000002	11750.9283043687
9	-5	3	115		0.000002	11750.9283043687
9	-5	-3	115		0.000002	11750.9283043687
-9	5	3	115		0.000002	11750.9283043687
-9	5	-3	115		0.000002	11750.9283043687
-9	-5	3	115		0.000002	11750.9283043687
-9	-5	-3	115		0.000002	11750.9283043687
10	2	4	120		2.14950956968784E-06	12003.665353886
