# h	k	l			DE/EP	Eback-scattering (eV)					
-15	1	-5	251		0.000000099	18084.1189251461
-15	-1	5	251		0.000000099	18084.1189251461
-15	-1	-5	251		0.000000099	18084.1189251461
15	5	1	251		0.000000099	18084.1189251461
15	5	-1	251		0.000000099	18084.1189251461
15	-5	1	251		0.000000099	18084.1189251461
15	-5	-1	251		0.000000099	18084.1189251461
-15	5	1	251		0.000000099	18084.1189251461
-15	5	-1	251		0.000000099	18084.1189251461
-15	-5	1	251		0.000000099	18084.1189251461
-15	-5	-1	251		0.000000099	18084.1189251461
1	9	13	251		0.000000099	18084.1189251461
1	9	-13	251		0.000000099	18084.1189251461
1	-9	13	251		0.000000099	18084.1189251461
1	-9	-13	251		0.000000099	18084.1189251461
-1	9	13	251		0.000000099	18084.1189251461
-1	9	-13	251		0.000000099	18084.1189251461
-1	-9	13	251		0.000000099	18084.1189251461
-1	-9	-13	251		0.000000099	18084.1189251461
3	11	11	251		0.000000099	18084.1189251461
3	11	-11	251		0.000000099	18084.1189251461
3	-11	11	251		0.000000099	18084.1189251461
3	-11	-11	251		0.000000099	18084.1189251461
-3	11	11	251		0.000000099	18084.1189251461
-3	11	-11	251		0.000000099	18084.1189251461
-3	-11	11	251		0.000000099	18084.1189251461
-3	-11	-11	251		0.000000099	18084.1189251461
5	1	15	251		0.000000099	18084.1189251461
5	1	-15	251		0.000000099	18084.1189251461
5	-1	15	251		0.000000099	18084.1189251461
5	-1	-15	251		0.000000099	18084.1189251461
-5	1	15	251		0.000000099	18084.1189251461
-5	1	-15	251		0.000000099	18084.1189251461
-5	-1	15	251		0.000000099	18084.1189251461
-5	-1	-15	251		0.000000099	18084.1189251461
5	15	1	251		0.000000099	18084.1189251461
5	15	-1	251		0.000000099	18084.1189251461
5	-15	1	251		0.000000099	18084.1189251461
5	-15	-1	251		0.000000099	18084.1189251461
-5	15	1	251		0.000000099	18084.1189251461
-5	15	-1	251		0.000000099	18084.1189251461
-5	-15	1	251		0.000000099	18084.1189251461
-5	-15	-1	251		0.000000099	18084.1189251461
7	11	9	251		0.000000099	18084.1189251461
7	11	-9	251		0.000000099	18084.1189251461
7	-11	9	251		0.000000099	18084.1189251461
7	-11	-9	251		0.000000099	18084.1189251461
-7	11	9	251		0.000000099	18084.1189251461
-7	11	-9	251		0.000000099	18084.1189251461
-7	-11	9	251		0.000000099	18084.1189251461
-7	-11	-9	251		0.000000099	18084.1189251461
7	9	11	251		0.000000099	18084.1189251461
7	9	-11	251		0.000000099	18084.1189251461
7	-9	11	251		0.000000099	18084.1189251461
7	-9	-11	251		0.000000099	18084.1189251461
-7	9	11	251		0.000000099	18084.1189251461
-7	9	-11	251		0.000000099	18084.1189251461
-7	-9	11	251		0.000000099	18084.1189251461
-7	-9	-11	251		0.000000099	18084.1189251461
9	1	13	251		0.000000099	18084.1189251461
9	1	-13	251		0.000000099	18084.1189251461
9	-1	13	251		0.000000099	18084.1189251461
9	-1	-13	251		0.000000099	18084.1189251461
-9	1	13	251		0.000000099	18084.1189251461
-9	1	-13	251		0.000000099	18084.1189251461
-9	-1	13	251		0.000000099	18084.1189251461
-9	-1	-13	251		0.000000099	18084.1189251461
9	11	7	251		0.000000099	18084.1189251461
9	11	-7	251		0.000000099	18084.1189251461
9	-11	7	251		0.000000099	18084.1189251461
9	-11	-7	251		0.000000099	18084.1189251461
-9	11	7	251		0.000000099	18084.1189251461
-9	11	-7	251		0.000000099	18084.1189251461
-9	-11	7	251		0.000000099	18084.1189251461
-9	-11	-7	251		0.000000099	18084.1189251461
9	13	1	251		0.000000099	18084.1189251461
9	13	-1	251		0.000000099	18084.1189251461
9	-13	1	251		0.000000099	18084.1189251461
9	-13	-1	251		0.000000099	18084.1189251461
-9	13	1	251		0.000000099	18084.1189251461
-9	13	-1	251		0.000000099	18084.1189251461
-9	-13	1	251		0.000000099	18084.1189251461
-9	-13	-1	251		0.000000099	18084.1189251461
9	7	11	251		0.000000099	18084.1189251461
9	7	-11	251		0.000000099	18084.1189251461
9	-7	11	251		0.000000099	18084.1189251461
9	-7	-11	251		0.000000099	18084.1189251461
-9	7	11	251		0.000000099	18084.1189251461
-9	7	-11	251		0.000000099	18084.1189251461
-9	-7	11	251		0.000000099	18084.1189251461
-9	-7	-11	251		0.000000099	18084.1189251461
0	0	16	256		1.32508727434087E-07	18263.3514408116
0	0	-16	256		1.32508727434087E-07	18263.3514408116
0	16	0	256		1.32508727434087E-07	18263.3514408116
0	-16	0	256		1.32508727434087E-07	18263.3514408116
16	0	0	256		1.32508727434087E-07	18263.3514408116
-16	0	0	256		1.32508727434087E-07	18263.3514408116
13	3	9	259		9.1455221704148E-08	18370.0515780892
13	3	-9	259		9.1455221704148E-08	18370.0515780892
13	-3	9	259		9.1455221704148E-08	18370.0515780892
13	-3	-9	259		9.1455221704148E-08	18370.0515780892
-13	3	9	259		9.1455221704148E-08	18370.0515780892
-13	3	-9	259		9.1455221704148E-08	18370.0515780892
-13	-3	9	259		9.1455221704148E-08	18370.0515780892
-13	-3	-9	259		9.1455221704148E-08	18370.0515780892
13	9	3	259		9.1455221704148E-08	18370.0515780892
13	9	-3	259		9.1455221704148E-08	18370.0515780892
13	-9	3	259		9.1455221704148E-08	18370.0515780892
13	-9	-3	259		9.1455221704148E-08	18370.0515780892
-13	9	3	259		9.1455221704148E-08	18370.0515780892
-13	9	-3	259		9.1455221704148E-08	18370.0515780892
-13	-9	3	259		9.1455221704148E-08	18370.0515780892
-13	-9	-3	259		9.1455221704148E-08	18370.0515780892
15	3	5	259		9.1455221704148E-08	18370.0515780892
15	3	-5	259		9.1455221704148E-08	18370.0515780892
15	-3	5	259		9.1455221704148E-08	18370.0515780892
15	-3	-5	259		9.1455221704148E-08	18370.0515780892
-15	3	5	259		9.1455221704148E-08	18370.0515780892
-15	3	-5	259		9.1455221704148E-08	18370.0515780892
-15	-3	5	259		9.1455221704148E-08	18370.0515780892
-15	-3	-5	259		9.1455221704148E-08	18370.0515780892
15	5	3	259		9.1455221704148E-08	18370.0515780892
15	5	-3	259		9.1455221704148E-08	18370.0515780892
15	-5	3	259		9.1455221704148E-08	18370.0515780892
15	-5	-3	259		9.1455221704148E-08	18370.0515780892
-15	5	3	259		9.1455221704148E-08	18370.0515780892
-15	5	-3	259		9.1455221704148E-08	18370.0515780892
-15	-5	3	259		9.1455221704148E-08	18370.0515780892
-15	-5	-3	259		9.1455221704148E-08	18370.0515780892
3	13	9	259		9.1455221704148E-08	18370.0515780892
3	13	-9	259		9.1455221704148E-08	18370.0515780892
3	-13	9	259		9.1455221704148E-08	18370.0515780892
3	-13	-9	259		9.1455221704148E-08	18370.0515780892
-3	13	9	259		9.1455221704148E-08	18370.0515780892
-3	13	-9	259		9.1455221704148E-08	18370.0515780892
-3	-13	9	259		9.1455221704148E-08	18370.0515780892
-3	-13	-9	259		9.1455221704148E-08	18370.0515780892
3	15	5	259		9.1455221704148E-08	18370.0515780892
3	15	-5	259		9.1455221704148E-08	18370.0515780892
3	-15	5	259		9.1455221704148E-08	18370.0515780892
3	-15	-5	259		9.1455221704148E-08	18370.0515780892
-3	15	5	259		9.1455221704148E-08	18370.0515780892
-3	15	-5	259		9.1455221704148E-08	18370.0515780892
-3	-15	5	259		9.1455221704148E-08	18370.0515780892
-3	-15	-5	259		9.1455221704148E-08	18370.0515780892
3	5	15	259		9.1455221704148E-08	18370.0515780892
3	5	-15	259		9.1455221704148E-08	18370.0515780892
3	-5	15	259		9.1455221704148E-08	18370.0515780892
3	-5	-15	259		9.1455221704148E-08	18370.0515780892
-3	5	15	259		9.1455221704148E-08	18370.0515780892
-3	5	-15	259		9.1455221704148E-08	18370.0515780892
-3	-5	15	259		9.1455221704148E-08	18370.0515780892
-3	-5	-15	259		9.1455221704148E-08	18370.0515780892
3	9	13	259		9.1455221704148E-08	18370.0515780892
3	9	-13	259		9.1455221704148E-08	18370.0515780892
3	-9	13	259		9.1455221704148E-08	18370.0515780892
3	-9	-13	259		9.1455221704148E-08	18370.0515780892
-3	9	13	259		9.1455221704148E-08	18370.0515780892
-3	9	-13	259		9.1455221704148E-08	18370.0515780892
-3	-9	13	259		9.1455221704148E-08	18370.0515780892
-3	-9	-13	259		9.1455221704148E-08	18370.0515780892
5	15	3	259		9.1455221704148E-08	18370.0515780892
5	15	-3	259		9.1455221704148E-08	18370.0515780892
5	-15	3	259		9.1455221704148E-08	18370.0515780892
5	-15	-3	259		9.1455221704148E-08	18370.0515780892
-5	15	3	259		9.1455221704148E-08	18370.0515780892
-5	15	-3	259		9.1455221704148E-08	18370.0515780892
-5	-15	3	259		9.1455221704148E-08	18370.0515780892
-5	-15	-3	259		9.1455221704148E-08	18370.0515780892
5	3	15	259		9.1455221704148E-08	18370.0515780892
5	3	-15	259		9.1455221704148E-08	18370.0515780892
5	-3	15	259		9.1455221704148E-08	18370.0515780892
5	-3	-15	259		9.1455221704148E-08	18370.0515780892
-5	3	15	259		9.1455221704148E-08	18370.0515780892
-5	3	-15	259		9.1455221704148E-08	18370.0515780892
-5	-3	15	259		9.1455221704148E-08	18370.0515780892
-5	-3	-15	259		9.1455221704148E-08	18370.0515780892
9	13	3	259		9.1455221704148E-08	18370.0515780892
9	13	-3	259		9.1455221704148E-08	18370.0515780892
9	-13	3	259		9.1455221704148E-08	18370.0515780892
9	-13	-3	259		9.1455221704148E-08	18370.0515780892
-9	13	3	259		9.1455221704148E-08	18370.0515780892
-9	13	-3	259		9.1455221704148E-08	18370.0515780892
-9	-13	3	259		9.1455221704148E-08	18370.0515780892
-9	-13	-3	259		9.1455221704148E-08	18370.0515780892
9	3	13	259		9.1455221704148E-08	18370.0515780892
9	3	-13	259		9.1455221704148E-08	18370.0515780892
9	-3	13	259		9.1455221704148E-08	18370.0515780892
9	-3	-13	259		9.1455221704148E-08	18370.0515780892
-9	3	13	259		9.1455221704148E-08	18370.0515780892
-9	3	-13	259		9.1455221704148E-08	18370.0515780892
-9	-3	13	259		9.1455221704148E-08	18370.0515780892
-9	-3	-13	259		9.1455221704148E-08	18370.0515780892
10	10	8	264		1.22397631172107E-07	18546.5210628147
10	10	-8	264		1.22397631172107E-07	18546.5210628147
10	-10	8	264		1.22397631172107E-07	18546.5210628147
10	-10	-8	264		1.22397631172107E-07	18546.5210628147
-10	10	8	264		1.22397631172107E-07	18546.5210628147
-10	10	-8	264		1.22397631172107E-07	18546.5210628147
-10	-10	8	264		1.22397631172107E-07	18546.5210628147
-10	-10	-8	264		1.22397631172107E-07	18546.5210628147
10	8	10	264		1.22397631172107E-07	18546.5210628147
10	8	-10	264		1.22397631172107E-07	18546.5210628147
10	-8	10	264		1.22397631172107E-07	18546.5210628147
10	-8	-10	264		1.22397631172107E-07	18546.5210628147
-10	8	10	264		1.22397631172107E-07	18546.5210628147
-10	8	-10	264		1.22397631172107E-07	18546.5210628147
-10	-8	10	264		1.22397631172107E-07	18546.5210628147
-10	-8	-10	264		1.22397631172107E-07	18546.5210628147
14	2	8	264		1.22397631172107E-07	18546.5210628147
14	2	-8	264		1.22397631172107E-07	18546.5210628147
14	-2	8	264		1.22397631172107E-07	18546.5210628147
14	-2	-8	264		1.22397631172107E-07	18546.5210628147
-14	2	8	264		1.22397631172107E-07	18546.5210628147
-14	2	-8	264		1.22397631172107E-07	18546.5210628147
-14	-2	8	264		1.22397631172107E-07	18546.5210628147
-14	-2	-8	264		1.22397631172107E-07	18546.5210628147
14	8	2	264		1.22397631172107E-07	18546.5210628147
14	8	-2	264		1.22397631172107E-07	18546.5210628147
14	-8	2	264		1.22397631172107E-07	18546.5210628147
14	-8	-2	264		1.22397631172107E-07	18546.5210628147
-14	8	2	264		1.22397631172107E-07	18546.5210628147
-14	8	-2	264		1.22397631172107E-07	18546.5210628147
-14	-8	2	264		1.22397631172107E-07	18546.5210628147
-14	-8	-2	264		1.22397631172107E-07	18546.5210628147
16	2	2	264		1.22397631172107E-07	18546.5210628147
16	2	-2	264		1.22397631172107E-07	18546.5210628147
16	-2	2	264		1.22397631172107E-07	18546.5210628147
16	-2	-2	264		1.22397631172107E-07	18546.5210628147
-16	2	2	264		1.22397631172107E-07	18546.5210628147
-16	2	-2	264		1.22397631172107E-07	18546.5210628147
-16	-2	2	264		1.22397631172107E-07	18546.5210628147
-16	-2	-2	264		1.22397631172107E-07	18546.5210628147
2	14	8	264		1.22397631172107E-07	18546.5210628147
2	14	-8	264		1.22397631172107E-07	18546.5210628147
2	-14	8	264		1.22397631172107E-07	18546.5210628147
2	-14	-8	264		1.22397631172107E-07	18546.5210628147
-2	14	8	264		1.22397631172107E-07	18546.5210628147
-2	14	-8	264		1.22397631172107E-07	18546.5210628147
-2	-14	8	264		1.22397631172107E-07	18546.5210628147
-2	-14	-8	264		1.22397631172107E-07	18546.5210628147
2	16	2	264		1.22397631172107E-07	18546.5210628147
2	16	-2	264		1.22397631172107E-07	18546.5210628147
2	-16	2	264		1.22397631172107E-07	18546.5210628147
2	-16	-2	264		1.22397631172107E-07	18546.5210628147
-2	16	2	264		1.22397631172107E-07	18546.5210628147
-2	16	-2	264		1.22397631172107E-07	18546.5210628147
-2	-16	2	264		1.22397631172107E-07	18546.5210628147
-2	-16	-2	264		1.22397631172107E-07	18546.5210628147
2	2	16	264		1.22397631172107E-07	18546.5210628147
2	2	-16	264		1.22397631172107E-07	18546.5210628147
2	-2	16	264		1.22397631172107E-07	18546.5210628147
2	-2	-16	264		1.22397631172107E-07	18546.5210628147
-2	2	16	264		1.22397631172107E-07	18546.5210628147
-2	2	-16	264		1.22397631172107E-07	18546.5210628147
-2	-2	16	264		1.22397631172107E-07	18546.5210628147
-2	-2	-16	264		1.22397631172107E-07	18546.5210628147
2	8	14	264		1.22397631172107E-07	18546.5210628147
2	8	-14	264		1.22397631172107E-07	18546.5210628147
2	-8	14	264		1.22397631172107E-07	18546.5210628147
2	-8	-14	264		1.22397631172107E-07	18546.5210628147
-2	8	14	264		1.22397631172107E-07	18546.5210628147
-2	8	-14	264		1.22397631172107E-07	18546.5210628147
-2	-8	14	264		1.22397631172107E-07	18546.5210628147
-2	-8	-14	264		1.22397631172107E-07	18546.5210628147
8	10	10	264		1.22397631172107E-07	18546.5210628147
8	10	-10	264		1.22397631172107E-07	18546.5210628147
8	-10	10	264		1.22397631172107E-07	18546.5210628147
8	-10	-10	264		1.22397631172107E-07	18546.5210628147
-8	10	10	264		1.22397631172107E-07	18546.5210628147
-8	10	-10	264		1.22397631172107E-07	18546.5210628147
-8	-10	10	264		1.22397631172107E-07	18546.5210628147
-8	-10	-10	264		1.22397631172107E-07	18546.5210628147
8	14	2	264		1.22397631172107E-07	18546.5210628147
8	14	-2	264		1.22397631172107E-07	18546.5210628147
8	-14	2	264		1.22397631172107E-07	18546.5210628147
8	-14	-2	264		1.22397631172107E-07	18546.5210628147
-8	14	2	264		1.22397631172107E-07	18546.5210628147
-8	14	-2	264		1.22397631172107E-07	18546.5210628147
-8	-14	2	264		1.22397631172107E-07	18546.5210628147
-8	-14	-2	264		1.22397631172107E-07	18546.5210628147
8	2	14	264		1.22397631172107E-07	18546.5210628147
8	2	-14	264		1.22397631172107E-07	18546.5210628147
8	-2	14	264		1.22397631172107E-07	18546.5210628147
8	-2	-14	264		1.22397631172107E-07	18546.5210628147
-8	2	14	264		1.22397631172107E-07	18546.5210628147
-8	2	-14	264		1.22397631172107E-07	18546.5210628147
-8	-2	14	264		1.22397631172107E-07	18546.5210628147
-8	-2	-14	264		1.22397631172107E-07	18546.5210628147
11	11	5	267		8.41769425883795E-08	18651.6013431686
11	11	-5	267		8.41769425883795E-08	18651.6013431686
11	-11	5	267		8.41769425883795E-08	18651.6013431686
11	-11	-5	267		8.41769425883795E-08	18651.6013431686
-11	11	5	267		8.41769425883795E-08	18651.6013431686
-11	11	-5	267		8.41769425883795E-08	18651.6013431686
-11	-11	5	267		8.41769425883795E-08	18651.6013431686
-11	-11	-5	267		8.41769425883795E-08	18651.6013431686
11	5	11	267		8.41769425883795E-08	18651.6013431686
11	5	-11	267		8.41769425883795E-08	18651.6013431686
11	-5	11	267		8.41769425883795E-08	18651.6013431686
11	-5	-11	267		8.41769425883795E-08	18651.6013431686
-11	5	11	267		8.41769425883795E-08	18651.6013431686
-11	5	-11	267		8.41769425883795E-08	18651.6013431686
-11	-5	11	267		8.41769425883795E-08	18651.6013431686
-11	-5	-11	267		8.41769425883795E-08	18651.6013431686
13	7	7	267		8.41769425883795E-08	18651.6013431686
13	7	-7	267		8.41769425883795E-08	18651.6013431686
13	-7	7	267		8.41769425883795E-08	18651.6013431686
13	-7	-7	267		8.41769425883795E-08	18651.6013431686
-13	7	7	267		8.41769425883795E-08	18651.6013431686
-13	7	-7	267		8.41769425883795E-08	18651.6013431686
-13	-7	7	267		8.41769425883795E-08	18651.6013431686
-13	-7	-7	267		8.41769425883795E-08	18651.6013431686
5	11	11	267		8.41769425883795E-08	18651.6013431686
5	11	-11	267		8.41769425883795E-08	18651.6013431686
5	-11	11	267		8.41769425883795E-08	18651.6013431686
5	-11	-11	267		8.41769425883795E-08	18651.6013431686
-5	11	11	267		8.41769425883795E-08	18651.6013431686
-5	11	-11	267		8.41769425883795E-08	18651.6013431686
-5	-11	11	267		8.41769425883795E-08	18651.6013431686
-5	-11	-11	267		8.41769425883795E-08	18651.6013431686
7	13	7	267		8.41769425883795E-08	18651.6013431686
7	13	-7	267		8.41769425883795E-08	18651.6013431686
7	-13	7	267		8.41769425883795E-08	18651.6013431686
7	-13	-7	267		8.41769425883795E-08	18651.6013431686
-7	13	7	267		8.41769425883795E-08	18651.6013431686
-7	13	-7	267		8.41769425883795E-08	18651.6013431686
-7	-13	7	267		8.41769425883795E-08	18651.6013431686
-7	-13	-7	267		8.41769425883795E-08	18651.6013431686
7	7	13	267		8.41769425883795E-08	18651.6013431686
7	7	-13	267		8.41769425883795E-08	18651.6013431686
7	-7	13	267		8.41769425883795E-08	18651.6013431686
7	-7	-13	267		8.41769425883795E-08	18651.6013431686
-7	7	13	267		8.41769425883795E-08	18651.6013431686
-7	7	-13	267		8.41769425883795E-08	18651.6013431686
-7	-7	13	267		8.41769425883795E-08	18651.6013431686
-7	-7	-13	267		8.41769425883795E-08	18651.6013431686
0	16	4	272		1.13678532444101E-07	18825.4317670607
0	16	-4	272		1.13678532444101E-07	18825.4317670607
0	-16	4	272		1.13678532444101E-07	18825.4317670607
0	-16	-4	272		1.13678532444101E-07	18825.4317670607
0	4	16	272		1.13678532444101E-07	18825.4317670607
0	4	-16	272		1.13678532444101E-07	18825.4317670607
0	-4	16	272		1.13678532444101E-07	18825.4317670607
0	-4	-16	272		1.13678532444101E-07	18825.4317670607
12	8	8	272		1.13678532444101E-07	18825.4317670607
12	8	-8	272		1.13678532444101E-07	18825.4317670607
12	-8	8	272		1.13678532444101E-07	18825.4317670607
12	-8	-8	272		1.13678532444101E-07	18825.4317670607
-12	8	8	272		1.13678532444101E-07	18825.4317670607
-12	8	-8	272		1.13678532444101E-07	18825.4317670607
-12	-8	8	272		1.13678532444101E-07	18825.4317670607
-12	-8	-8	272		1.13678532444101E-07	18825.4317670607
16	0	4	272		1.13678532444101E-07	18825.4317670607
16	0	-4	272		1.13678532444101E-07	18825.4317670607
-16	0	4	272		1.13678532444101E-07	18825.4317670607
-16	0	-4	272		1.13678532444101E-07	18825.4317670607
16	4	0	272		1.13678532444101E-07	18825.4317670607
16	-4	0	272		1.13678532444101E-07	18825.4317670607
-16	4	0	272		1.13678532444101E-07	18825.4317670607
-16	-4	0	272		1.13678532444101E-07	18825.4317670607
4	0	16	272		1.13678532444101E-07	18825.4317670607
4	0	-16	272		1.13678532444101E-07	18825.4317670607
-4	0	16	272		1.13678532444101E-07	18825.4317670607
-4	0	-16	272		1.13678532444101E-07	18825.4317670607
4	16	0	272		1.13678532444101E-07	18825.4317670607
4	-16	0	272		1.13678532444101E-07	18825.4317670607
-4	16	0	272		1.13678532444101E-07	18825.4317670607
-4	-16	0	272		1.13678532444101E-07	18825.4317670607
8	12	8	272		1.13678532444101E-07	18825.4317670607
8	12	-8	272		1.13678532444101E-07	18825.4317670607
8	-12	8	272		1.13678532444101E-07	18825.4317670607
8	-12	-8	272		1.13678532444101E-07	18825.4317670607
-8	12	8	272		1.13678532444101E-07	18825.4317670607
-8	12	-8	272		1.13678532444101E-07	18825.4317670607
-8	-12	8	272		1.13678532444101E-07	18825.4317670607
-8	-12	-8	272		1.13678532444101E-07	18825.4317670607
8	8	12	272		1.13678532444101E-07	18825.4317670607
8	8	-12	272		1.13678532444101E-07	18825.4317670607
8	-8	12	272		1.13678532444101E-07	18825.4317670607
8	-8	-12	272		1.13678532444101E-07	18825.4317670607
-8	8	12	272		1.13678532444101E-07	18825.4317670607
-8	8	-12	272		1.13678532444101E-07	18825.4317670607
-8	-8	12	272		1.13678532444101E-07	18825.4317670607
-8	-8	-12	272		1.13678532444101E-07	18825.4317670607
1	15	7	275		7.81887935779529E-08	18928.9637948653
1	15	-7	275		7.81887935779529E-08	18928.9637948653
1	-15	7	275		7.81887935779529E-08	18928.9637948653
1	-15	-7	275		7.81887935779529E-08	18928.9637948653
-1	15	7	275		7.81887935779529E-08	18928.9637948653
-1	15	-7	275		7.81887935779529E-08	18928.9637948653
-1	-15	7	275		7.81887935779529E-08	18928.9637948653
-1	-15	-7	275		7.81887935779529E-08	18928.9637948653
13	5	9	275		7.81887935779529E-08	18928.9637948653
13	5	-9	275		7.81887935779529E-08	18928.9637948653
13	-5	9	275		7.81887935779529E-08	18928.9637948653
13	-5	-9	275		7.81887935779529E-08	18928.9637948653
-13	5	9	275		7.81887935779529E-08	18928.9637948653
-13	5	-9	275		7.81887935779529E-08	18928.9637948653
-13	-5	9	275		7.81887935779529E-08	18928.9637948653
-13	-5	-9	275		7.81887935779529E-08	18928.9637948653
13	9	5	275		7.81887935779529E-08	18928.9637948653
13	9	-5	275		7.81887935779529E-08	18928.9637948653
13	-9	5	275		7.81887935779529E-08	18928.9637948653
13	-9	-5	275		7.81887935779529E-08	18928.9637948653
-13	9	5	275		7.81887935779529E-08	18928.9637948653
-13	9	-5	275		7.81887935779529E-08	18928.9637948653
-13	-9	5	275		7.81887935779529E-08	18928.9637948653
-13	-9	-5	275		7.81887935779529E-08	18928.9637948653
15	1	7	275		7.81887935779529E-08	18928.9637948653
15	1	-7	275		7.81887935779529E-08	18928.9637948653
15	-1	7	275		7.81887935779529E-08	18928.9637948653
15	-1	-7	275		7.81887935779529E-08	18928.9637948653
-15	1	7	275		7.81887935779529E-08	18928.9637948653
-15	1	-7	275		7.81887935779529E-08	18928.9637948653
-15	-1	7	275		7.81887935779529E-08	18928.9637948653
-15	-1	-7	275		7.81887935779529E-08	18928.9637948653
15	5	5	275		7.81887935779529E-08	18928.9637948653
15	5	-5	275		7.81887935779529E-08	18928.9637948653
15	-5	5	275		7.81887935779529E-08	18928.9637948653
15	-5	-5	275		7.81887935779529E-08	18928.9637948653
-15	5	5	275		7.81887935779529E-08	18928.9637948653
-15	5	-5	275		7.81887935779529E-08	18928.9637948653
-15	-5	5	275		7.81887935779529E-08	18928.9637948653
-15	-5	-5	275		7.81887935779529E-08	18928.9637948653
15	7	1	275		7.81887935779529E-08	18928.9637948653
15	7	-1	275		7.81887935779529E-08	18928.9637948653
15	-7	1	275		7.81887935779529E-08	18928.9637948653
15	-7	-1	275		7.81887935779529E-08	18928.9637948653
-15	7	1	275		7.81887935779529E-08	18928.9637948653
-15	7	-1	275		7.81887935779529E-08	18928.9637948653
-15	-7	1	275		7.81887935779529E-08	18928.9637948653
-15	-7	-1	275		7.81887935779529E-08	18928.9637948653
1	7	15	275		7.81887935779529E-08	18928.9637948653
1	7	-15	275		7.81887935779529E-08	18928.9637948653
1	-7	15	275		7.81887935779529E-08	18928.9637948653
1	-7	-15	275		7.81887935779529E-08	18928.9637948653
-1	7	15	275		7.81887935779529E-08	18928.9637948653
-1	7	-15	275		7.81887935779529E-08	18928.9637948653
-1	-7	15	275		7.81887935779529E-08	18928.9637948653
-1	-7	-15	275		7.81887935779529E-08	18928.9637948653
5	13	9	275		7.81887935779529E-08	18928.9637948653
5	13	-9	275		7.81887935779529E-08	18928.9637948653
5	-13	9	275		7.81887935779529E-08	18928.9637948653
5	-13	-9	275		7.81887935779529E-08	18928.9637948653
-5	13	9	275		7.81887935779529E-08	18928.9637948653
-5	13	-9	275		7.81887935779529E-08	18928.9637948653
-5	-13	9	275		7.81887935779529E-08	18928.9637948653
-5	-13	-9	275		7.81887935779529E-08	18928.9637948653
5	15	5	275		7.81887935779529E-08	18928.9637948653
5	15	-5	275		7.81887935779529E-08	18928.9637948653
5	-15	5	275		7.81887935779529E-08	18928.9637948653
5	-15	-5	275		7.81887935779529E-08	18928.9637948653
-5	15	5	275		7.81887935779529E-08	18928.9637948653
-5	15	-5	275		7.81887935779529E-08	18928.9637948653
-5	-15	5	275		7.81887935779529E-08	18928.9637948653
-5	-15	-5	275		7.81887935779529E-08	18928.9637948653
5	5	15	275		7.81887935779529E-08	18928.9637948653
5	5	-15	275		7.81887935779529E-08	18928.9637948653
5	-5	15	275		7.81887935779529E-08	18928.9637948653
5	-5	-15	275		7.81887935779529E-08	18928.9637948653
-5	5	15	275		7.81887935779529E-08	18928.9637948653
-5	5	-15	275		7.81887935779529E-08	18928.9637948653
-5	-5	15	275		7.81887935779529E-08	18928.9637948653
-5	-5	-15	275		7.81887935779529E-08	18928.9637948653
5	9	13	275		7.81887935779529E-08	18928.9637948653
5	9	-13	275		7.81887935779529E-08	18928.9637948653
5	-9	13	275		7.81887935779529E-08	18928.9637948653
5	-9	-13	275		7.81887935779529E-08	18928.9637948653
-5	9	13	275		7.81887935779529E-08	18928.9637948653
-5	9	-13	275		7.81887935779529E-08	18928.9637948653
-5	-9	13	275		7.81887935779529E-08	18928.9637948653
-5	-9	-13	275		7.81887935779529E-08	18928.9637948653
7	1	15	275		7.81887935779529E-08	18928.9637948653
7	1	-15	275		7.81887935779529E-08	18928.9637948653
7	-1	15	275		7.81887935779529E-08	18928.9637948653
7	-1	-15	275		7.81887935779529E-08	18928.9637948653
-7	1	15	275		7.81887935779529E-08	18928.9637948653
-7	1	-15	275		7.81887935779529E-08	18928.9637948653
-7	-1	15	275		7.81887935779529E-08	18928.9637948653
-7	-1	-15	275		7.81887935779529E-08	18928.9637948653
7	15	1	275		7.81887935779529E-08	18928.9637948653
7	15	-1	275		7.81887935779529E-08	18928.9637948653
7	-15	1	275		7.81887935779529E-08	18928.9637948653
7	-15	-1	275		7.81887935779529E-08	18928.9637948653
-7	15	1	275		7.81887935779529E-08	18928.9637948653
-7	15	-1	275		7.81887935779529E-08	18928.9637948653
-7	-15	1	275		7.81887935779529E-08	18928.9637948653
-7	-15	-1	275		7.81887935779529E-08	18928.9637948653
9	13	5	275		7.81887935779529E-08	18928.9637948653
9	13	-5	275		7.81887935779529E-08	18928.9637948653
9	-13	5	275		7.81887935779529E-08	18928.9637948653
9	-13	-5	275		7.81887935779529E-08	18928.9637948653
-9	13	5	275		7.81887935779529E-08	18928.9637948653
-9	13	-5	275		7.81887935779529E-08	18928.9637948653
-9	-13	5	275		7.81887935779529E-08	18928.9637948653
-9	-13	-5	275		7.81887935779529E-08	18928.9637948653
9	5	13	275		7.81887935779529E-08	18928.9637948653
9	5	-13	275		7.81887935779529E-08	18928.9637948653
9	-5	13	275		7.81887935779529E-08	18928.9637948653
9	-5	-13	275		7.81887935779529E-08	18928.9637948653
-9	5	13	275		7.81887935779529E-08	18928.9637948653
-9	5	-13	275		7.81887935779529E-08	18928.9637948653
-9	-5	13	275		7.81887935779529E-08	18928.9637948653
-9	-5	-13	275		7.81887935779529E-08	18928.9637948653
10	12	6	280		1.05236451589325E-07	19100.2701263383
