# h	k	l			DE/EP	Eback-scattering (eV)					
7	5	19	435		2.15487507105265E-08	23807.0246776858
7	5	-19	435		2.15487507105265E-08	23807.0246776858
7	-5	19	435		2.15487507105265E-08	23807.0246776858
7	-5	-19	435		2.15487507105265E-08	23807.0246776858
-7	5	19	435		2.15487507105265E-08	23807.0246776858
-7	5	-19	435		2.15487507105265E-08	23807.0246776858
-7	-5	19	435		2.15487507105265E-08	23807.0246776858
-7	-5	-19	435		2.15487507105265E-08	23807.0246776858
10	12	14	440		2.92779755851454E-08	23943.4557354554
10	12	-14	440		2.92779755851454E-08	23943.4557354554
10	-12	14	440		2.92779755851454E-08	23943.4557354554
10	-12	-14	440		2.92779755851454E-08	23943.4557354554
-10	12	14	440		2.92779755851454E-08	23943.4557354554
-10	12	-14	440		2.92779755851454E-08	23943.4557354554
-10	-12	14	440		2.92779755851454E-08	23943.4557354554
-10	-12	-14	440		2.92779755851454E-08	23943.4557354554
10	14	12	440		2.92779755851454E-08	23943.4557354554
10	14	-12	440		2.92779755851454E-08	23943.4557354554
10	-14	12	440		2.92779755851454E-08	23943.4557354554
10	-14	-12	440		2.92779755851454E-08	23943.4557354554
-10	14	12	440		2.92779755851454E-08	23943.4557354554
-10	14	-12	440		2.92779755851454E-08	23943.4557354554
-10	-14	12	440		2.92779755851454E-08	23943.4557354554
-10	-14	-12	440		2.92779755851454E-08	23943.4557354554
10	18	4	440		2.92779755851454E-08	23943.4557354554
10	18	-4	440		2.92779755851454E-08	23943.4557354554
10	-18	4	440		2.92779755851454E-08	23943.4557354554
10	-18	-4	440		2.92779755851454E-08	23943.4557354554
-10	18	4	440		2.92779755851454E-08	23943.4557354554
-10	18	-4	440		2.92779755851454E-08	23943.4557354554
-10	-18	4	440		2.92779755851454E-08	23943.4557354554
-10	-18	-4	440		2.92779755851454E-08	23943.4557354554
10	4	18	440		2.92779755851454E-08	23943.4557354554
10	4	-18	440		2.92779755851454E-08	23943.4557354554
10	-4	18	440		2.92779755851454E-08	23943.4557354554
10	-4	-18	440		2.92779755851454E-08	23943.4557354554
-10	4	18	440		2.92779755851454E-08	23943.4557354554
-10	4	-18	440		2.92779755851454E-08	23943.4557354554
-10	-4	18	440		2.92779755851454E-08	23943.4557354554
-10	-4	-18	440		2.92779755851454E-08	23943.4557354554
12	10	14	440		2.92779755851454E-08	23943.4557354554
12	10	-14	440		2.92779755851454E-08	23943.4557354554
12	-10	14	440		2.92779755851454E-08	23943.4557354554
12	-10	-14	440		2.92779755851454E-08	23943.4557354554
-12	10	14	440		2.92779755851454E-08	23943.4557354554
-12	10	-14	440		2.92779755851454E-08	23943.4557354554
-12	-10	14	440		2.92779755851454E-08	23943.4557354554
-12	-10	-14	440		2.92779755851454E-08	23943.4557354554
12	14	10	440		2.92779755851454E-08	23943.4557354554
12	14	-10	440		2.92779755851454E-08	23943.4557354554
12	-14	10	440		2.92779755851454E-08	23943.4557354554
12	-14	-10	440		2.92779755851454E-08	23943.4557354554
-12	14	10	440		2.92779755851454E-08	23943.4557354554
-12	14	-10	440		2.92779755851454E-08	23943.4557354554
-12	-14	10	440		2.92779755851454E-08	23943.4557354554
-12	-14	-10	440		2.92779755851454E-08	23943.4557354554
14	10	12	440		2.92779755851454E-08	23943.4557354554
14	10	-12	440		2.92779755851454E-08	23943.4557354554
14	-10	12	440		2.92779755851454E-08	23943.4557354554
14	-10	-12	440		2.92779755851454E-08	23943.4557354554
-14	10	12	440		2.92779755851454E-08	23943.4557354554
-14	10	-12	440		2.92779755851454E-08	23943.4557354554
-14	-10	12	440		2.92779755851454E-08	23943.4557354554
-14	-10	-12	440		2.92779755851454E-08	23943.4557354554
14	12	10	440		2.92779755851454E-08	23943.4557354554
14	12	-10	440		2.92779755851454E-08	23943.4557354554
14	-12	10	440		2.92779755851454E-08	23943.4557354554
14	-12	-10	440		2.92779755851454E-08	23943.4557354554
-14	12	10	440		2.92779755851454E-08	23943.4557354554
-14	12	-10	440		2.92779755851454E-08	23943.4557354554
-14	-12	10	440		2.92779755851454E-08	23943.4557354554
-14	-12	-10	440		2.92779755851454E-08	23943.4557354554
18	10	4	440		2.92779755851454E-08	23943.4557354554
18	10	-4	440		2.92779755851454E-08	23943.4557354554
18	-10	4	440		2.92779755851454E-08	23943.4557354554
18	-10	-4	440		2.92779755851454E-08	23943.4557354554
-18	10	4	440		2.92779755851454E-08	23943.4557354554
-18	10	-4	440		2.92779755851454E-08	23943.4557354554
-18	-10	4	440		2.92779755851454E-08	23943.4557354554
-18	-10	-4	440		2.92779755851454E-08	23943.4557354554
18	4	10	440		2.92779755851454E-08	23943.4557354554
18	4	-10	440		2.92779755851454E-08	23943.4557354554
18	-4	10	440		2.92779755851454E-08	23943.4557354554
18	-4	-10	440		2.92779755851454E-08	23943.4557354554
-18	4	10	440		2.92779755851454E-08	23943.4557354554
-18	4	-10	440		2.92779755851454E-08	23943.4557354554
-18	-4	10	440		2.92779755851454E-08	23943.4557354554
-18	-4	-10	440		2.92779755851454E-08	23943.4557354554
20	2	6	440		2.92779755851454E-08	23943.4557354554
20	2	-6	440		2.92779755851454E-08	23943.4557354554
20	-2	6	440		2.92779755851454E-08	23943.4557354554
20	-2	-6	440		2.92779755851454E-08	23943.4557354554
-20	2	6	440		2.92779755851454E-08	23943.4557354554
-20	2	-6	440		2.92779755851454E-08	23943.4557354554
-20	-2	6	440		2.92779755851454E-08	23943.4557354554
-20	-2	-6	440		2.92779755851454E-08	23943.4557354554
20	6	2	440		2.92779755851454E-08	23943.4557354554
20	6	-2	440		2.92779755851454E-08	23943.4557354554
20	-6	2	440		2.92779755851454E-08	23943.4557354554
20	-6	-2	440		2.92779755851454E-08	23943.4557354554
-20	6	2	440		2.92779755851454E-08	23943.4557354554
-20	6	-2	440		2.92779755851454E-08	23943.4557354554
-20	-6	2	440		2.92779755851454E-08	23943.4557354554
-20	-6	-2	440		2.92779755851454E-08	23943.4557354554
2	20	6	440		2.92779755851454E-08	23943.4557354554
2	20	-6	440		2.92779755851454E-08	23943.4557354554
2	-20	6	440		2.92779755851454E-08	23943.4557354554
2	-20	-6	440		2.92779755851454E-08	23943.4557354554
-2	20	6	440		2.92779755851454E-08	23943.4557354554
-2	20	-6	440		2.92779755851454E-08	23943.4557354554
-2	-20	6	440		2.92779755851454E-08	23943.4557354554
-2	-20	-6	440		2.92779755851454E-08	23943.4557354554
2	6	20	440		2.92779755851454E-08	23943.4557354554
2	6	-20	440		2.92779755851454E-08	23943.4557354554
2	-6	20	440		2.92779755851454E-08	23943.4557354554
2	-6	-20	440		2.92779755851454E-08	23943.4557354554
-2	6	20	440		2.92779755851454E-08	23943.4557354554
-2	6	-20	440		2.92779755851454E-08	23943.4557354554
-2	-6	20	440		2.92779755851454E-08	23943.4557354554
-2	-6	-20	440		2.92779755851454E-08	23943.4557354554
4	10	18	440		2.92779755851454E-08	23943.4557354554
4	10	-18	440		2.92779755851454E-08	23943.4557354554
4	-10	18	440		2.92779755851454E-08	23943.4557354554
4	-10	-18	440		2.92779755851454E-08	23943.4557354554
-4	10	18	440		2.92779755851454E-08	23943.4557354554
-4	10	-18	440		2.92779755851454E-08	23943.4557354554
-4	-10	18	440		2.92779755851454E-08	23943.4557354554
-4	-10	-18	440		2.92779755851454E-08	23943.4557354554
4	18	10	440		2.92779755851454E-08	23943.4557354554
4	18	-10	440		2.92779755851454E-08	23943.4557354554
4	-18	10	440		2.92779755851454E-08	23943.4557354554
4	-18	-10	440		2.92779755851454E-08	23943.4557354554
-4	18	10	440		2.92779755851454E-08	23943.4557354554
-4	18	-10	440		2.92779755851454E-08	23943.4557354554
-4	-18	10	440		2.92779755851454E-08	23943.4557354554
-4	-18	-10	440		2.92779755851454E-08	23943.4557354554
6	20	2	440		2.92779755851454E-08	23943.4557354554
6	20	-2	440		2.92779755851454E-08	23943.4557354554
6	-20	2	440		2.92779755851454E-08	23943.4557354554
6	-20	-2	440		2.92779755851454E-08	23943.4557354554
-6	20	2	440		2.92779755851454E-08	23943.4557354554
-6	20	-2	440		2.92779755851454E-08	23943.4557354554
-6	-20	2	440		2.92779755851454E-08	23943.4557354554
-6	-20	-2	440		2.92779755851454E-08	23943.4557354554
6	2	20	440		2.92779755851454E-08	23943.4557354554
6	2	-20	440		2.92779755851454E-08	23943.4557354554
6	-2	20	440		2.92779755851454E-08	23943.4557354554
6	-2	-20	440		2.92779755851454E-08	23943.4557354554
-6	2	20	440		2.92779755851454E-08	23943.4557354554
-6	2	-20	440		2.92779755851454E-08	23943.4557354554
-6	-2	20	440		2.92779755851454E-08	23943.4557354554
-6	-2	-20	440		2.92779755851454E-08	23943.4557354554
1	1	21	443		2.03543089883362E-08	24024.942490811
1	1	-21	443		2.03543089883362E-08	24024.942490811
1	-1	21	443		2.03543089883362E-08	24024.942490811
1	-1	-21	443		2.03543089883362E-08	24024.942490811
-1	1	21	443		2.03543089883362E-08	24024.942490811
-1	1	-21	443		2.03543089883362E-08	24024.942490811
-1	-1	21	443		2.03543089883362E-08	24024.942490811
-1	-1	-21	443		2.03543089883362E-08	24024.942490811
1	19	9	443		2.03543089883362E-08	24024.942490811
1	19	-9	443		2.03543089883362E-08	24024.942490811
1	-19	9	443		2.03543089883362E-08	24024.942490811
1	-19	-9	443		2.03543089883362E-08	24024.942490811
-1	19	9	443		2.03543089883362E-08	24024.942490811
-1	19	-9	443		2.03543089883362E-08	24024.942490811
-1	-19	9	443		2.03543089883362E-08	24024.942490811
-1	-19	-9	443		2.03543089883362E-08	24024.942490811
1	21	1	443		2.03543089883362E-08	24024.942490811
1	21	-1	443		2.03543089883362E-08	24024.942490811
1	-21	1	443		2.03543089883362E-08	24024.942490811
1	-21	-1	443		2.03543089883362E-08	24024.942490811
-1	21	1	443		2.03543089883362E-08	24024.942490811
-1	21	-1	443		2.03543089883362E-08	24024.942490811
-1	-21	1	443		2.03543089883362E-08	24024.942490811
-1	-21	-1	443		2.03543089883362E-08	24024.942490811
13	15	7	443		2.03543089883362E-08	24024.942490811
13	15	-7	443		2.03543089883362E-08	24024.942490811
13	-15	7	443		2.03543089883362E-08	24024.942490811
13	-15	-7	443		2.03543089883362E-08	24024.942490811
-13	15	7	443		2.03543089883362E-08	24024.942490811
-13	15	-7	443		2.03543089883362E-08	24024.942490811
-13	-15	7	443		2.03543089883362E-08	24024.942490811
-13	-15	-7	443		2.03543089883362E-08	24024.942490811
13	7	15	443		2.03543089883362E-08	24024.942490811
13	7	-15	443		2.03543089883362E-08	24024.942490811
13	-7	15	443		2.03543089883362E-08	24024.942490811
13	-7	-15	443		2.03543089883362E-08	24024.942490811
-13	7	15	443		2.03543089883362E-08	24024.942490811
-13	7	-15	443		2.03543089883362E-08	24024.942490811
-13	-7	15	443		2.03543089883362E-08	24024.942490811
-13	-7	-15	443		2.03543089883362E-08	24024.942490811
15	13	7	443		2.03543089883362E-08	24024.942490811
15	13	-7	443		2.03543089883362E-08	24024.942490811
15	-13	7	443		2.03543089883362E-08	24024.942490811
15	-13	-7	443		2.03543089883362E-08	24024.942490811
-15	13	7	443		2.03543089883362E-08	24024.942490811
-15	13	-7	443		2.03543089883362E-08	24024.942490811
-15	-13	7	443		2.03543089883362E-08	24024.942490811
-15	-13	-7	443		2.03543089883362E-08	24024.942490811
15	7	13	443		2.03543089883362E-08	24024.942490811
15	7	-13	443		2.03543089883362E-08	24024.942490811
15	-7	13	443		2.03543089883362E-08	24024.942490811
15	-7	-13	443		2.03543089883362E-08	24024.942490811
-15	7	13	443		2.03543089883362E-08	24024.942490811
-15	7	-13	443		2.03543089883362E-08	24024.942490811
-15	-7	13	443		2.03543089883362E-08	24024.942490811
-15	-7	-13	443		2.03543089883362E-08	24024.942490811
1	9	19	443		2.03543089883362E-08	24024.942490811
1	9	-19	443		2.03543089883362E-08	24024.942490811
1	-9	19	443		2.03543089883362E-08	24024.942490811
1	-9	-19	443		2.03543089883362E-08	24024.942490811
-1	9	19	443		2.03543089883362E-08	24024.942490811
-1	9	-19	443		2.03543089883362E-08	24024.942490811
-1	-9	19	443		2.03543089883362E-08	24024.942490811
-1	-9	-19	443		2.03543089883362E-08	24024.942490811
19	1	9	443		2.03543089883362E-08	24024.942490811
19	1	-9	443		2.03543089883362E-08	24024.942490811
19	-1	9	443		2.03543089883362E-08	24024.942490811
19	-1	-9	443		2.03543089883362E-08	24024.942490811
-19	1	9	443		2.03543089883362E-08	24024.942490811
-19	1	-9	443		2.03543089883362E-08	24024.942490811
-19	-1	9	443		2.03543089883362E-08	24024.942490811
-19	-1	-9	443		2.03543089883362E-08	24024.942490811
19	9	1	443		2.03543089883362E-08	24024.942490811
19	9	-1	443		2.03543089883362E-08	24024.942490811
19	-9	1	443		2.03543089883362E-08	24024.942490811
19	-9	-1	443		2.03543089883362E-08	24024.942490811
-19	9	1	443		2.03543089883362E-08	24024.942490811
-19	9	-1	443		2.03543089883362E-08	24024.942490811
-19	-9	1	443		2.03543089883362E-08	24024.942490811
-19	-9	-1	443		2.03543089883362E-08	24024.942490811
21	1	1	443		2.03543089883362E-08	24024.942490811
21	1	-1	443		2.03543089883362E-08	24024.942490811
21	-1	1	443		2.03543089883362E-08	24024.942490811
21	-1	-1	443		2.03543089883362E-08	24024.942490811
-21	1	1	443		2.03543089883362E-08	24024.942490811
-21	1	-1	443		2.03543089883362E-08	24024.942490811
-21	-1	1	443		2.03543089883362E-08	24024.942490811
-21	-1	-1	443		2.03543089883362E-08	24024.942490811
7	13	15	443		2.03543089883362E-08	24024.942490811
7	13	-15	443		2.03543089883362E-08	24024.942490811
7	-13	15	443		2.03543089883362E-08	24024.942490811
7	-13	-15	443		2.03543089883362E-08	24024.942490811
-7	13	15	443		2.03543089883362E-08	24024.942490811
-7	13	-15	443		2.03543089883362E-08	24024.942490811
-7	-13	15	443		2.03543089883362E-08	24024.942490811
-7	-13	-15	443		2.03543089883362E-08	24024.942490811
7	15	13	443		2.03543089883362E-08	24024.942490811
7	15	-13	443		2.03543089883362E-08	24024.942490811
7	-15	13	443		2.03543089883362E-08	24024.942490811
7	-15	-13	443		2.03543089883362E-08	24024.942490811
-7	15	13	443		2.03543089883362E-08	24024.942490811
-7	15	-13	443		2.03543089883362E-08	24024.942490811
-7	-15	13	443		2.03543089883362E-08	24024.942490811
-7	-15	-13	443		2.03543089883362E-08	24024.942490811
9	1	19	443		2.03543089883362E-08	24024.942490811
9	1	-19	443		2.03543089883362E-08	24024.942490811
9	-1	19	443		2.03543089883362E-08	24024.942490811
9	-1	-19	443		2.03543089883362E-08	24024.942490811
-9	1	19	443		2.03543089883362E-08	24024.942490811
-9	1	-19	443		2.03543089883362E-08	24024.942490811
-9	-1	19	443		2.03543089883362E-08	24024.942490811
-9	-1	-19	443		2.03543089883362E-08	24024.942490811
9	19	1	443		2.03543089883362E-08	24024.942490811
9	19	-1	443		2.03543089883362E-08	24024.942490811
9	-19	1	443		2.03543089883362E-08	24024.942490811
9	-19	-1	443		2.03543089883362E-08	24024.942490811
-9	19	1	443		2.03543089883362E-08	24024.942490811
-9	19	-1	443		2.03543089883362E-08	24024.942490811
-9	-19	1	443		2.03543089883362E-08	24024.942490811
-9	-19	-1	443		2.03543089883362E-08	24024.942490811
1	15	15	451		1.92653978949479E-08	24240.9013728781
1	15	-15	451		1.92653978949479E-08	24240.9013728781
1	-15	15	451		1.92653978949479E-08	24240.9013728781
1	-15	-15	451		1.92653978949479E-08	24240.9013728781
-1	15	15	451		1.92653978949479E-08	24240.9013728781
-1	15	-15	451		1.92653978949479E-08	24240.9013728781
-1	-15	15	451		1.92653978949479E-08	24240.9013728781
-1	-15	-15	451		1.92653978949479E-08	24240.9013728781
1	21	3	451		1.92653978949479E-08	24240.9013728781
1	21	-3	451		1.92653978949479E-08	24240.9013728781
1	-21	3	451		1.92653978949479E-08	24240.9013728781
1	-21	-3	451		1.92653978949479E-08	24240.9013728781
-1	21	3	451		1.92653978949479E-08	24240.9013728781
-1	21	-3	451		1.92653978949479E-08	24240.9013728781
-1	-21	3	451		1.92653978949479E-08	24240.9013728781
-1	-21	-3	451		1.92653978949479E-08	24240.9013728781
1	3	21	451		1.92653978949479E-08	24240.9013728781
1	3	-21	451		1.92653978949479E-08	24240.9013728781
1	-3	21	451		1.92653978949479E-08	24240.9013728781
1	-3	-21	451		1.92653978949479E-08	24240.9013728781
-1	3	21	451		1.92653978949479E-08	24240.9013728781
-1	3	-21	451		1.92653978949479E-08	24240.9013728781
-1	-3	21	451		1.92653978949479E-08	24240.9013728781
-1	-3	-21	451		1.92653978949479E-08	24240.9013728781
15	1	15	451		1.92653978949479E-08	24240.9013728781
15	1	-15	451		1.92653978949479E-08	24240.9013728781
15	-1	15	451		1.92653978949479E-08	24240.9013728781
15	-1	-15	451		1.92653978949479E-08	24240.9013728781
-15	1	15	451		1.92653978949479E-08	24240.9013728781
-15	1	-15	451		1.92653978949479E-08	24240.9013728781
-15	-1	15	451		1.92653978949479E-08	24240.9013728781
-15	-1	-15	451		1.92653978949479E-08	24240.9013728781
15	15	1	451		1.92653978949479E-08	24240.9013728781
15	15	-1	451		1.92653978949479E-08	24240.9013728781
15	-15	1	451		1.92653978949479E-08	24240.9013728781
15	-15	-1	451		1.92653978949479E-08	24240.9013728781
-15	15	1	451		1.92653978949479E-08	24240.9013728781
-15	15	-1	451		1.92653978949479E-08	24240.9013728781
-15	-15	1	451		1.92653978949479E-08	24240.9013728781
-15	-15	-1	451		1.92653978949479E-08	24240.9013728781
17	9	9	451		1.92653978949479E-08	24240.9013728781
17	9	-9	451		1.92653978949479E-08	24240.9013728781
17	-9	9	451		1.92653978949479E-08	24240.9013728781
17	-9	-9	451		1.92653978949479E-08	24240.9013728781
-17	9	9	451		1.92653978949479E-08	24240.9013728781
-17	9	-9	451		1.92653978949479E-08	24240.9013728781
-17	-9	9	451		1.92653978949479E-08	24240.9013728781
-17	-9	-9	451		1.92653978949479E-08	24240.9013728781
19	3	9	451		1.92653978949479E-08	24240.9013728781
19	3	-9	451		1.92653978949479E-08	24240.9013728781
19	-3	9	451		1.92653978949479E-08	24240.9013728781
19	-3	-9	451		1.92653978949479E-08	24240.9013728781
-19	3	9	451		1.92653978949479E-08	24240.9013728781
-19	3	-9	451		1.92653978949479E-08	24240.9013728781
-19	-3	9	451		1.92653978949479E-08	24240.9013728781
-19	-3	-9	451		1.92653978949479E-08	24240.9013728781
19	9	3	451		1.92653978949479E-08	24240.9013728781
19	9	-3	451		1.92653978949479E-08	24240.9013728781
19	-9	3	451		1.92653978949479E-08	24240.9013728781
19	-9	-3	451		1.92653978949479E-08	24240.9013728781
-19	9	3	451		1.92653978949479E-08	24240.9013728781
-19	9	-3	451		1.92653978949479E-08	24240.9013728781
-19	-9	3	451		1.92653978949479E-08	24240.9013728781
-19	-9	-3	451		1.92653978949479E-08	24240.9013728781
21	1	3	451		1.92653978949479E-08	24240.9013728781
21	1	-3	451		1.92653978949479E-08	24240.9013728781
21	-1	3	451		1.92653978949479E-08	24240.9013728781
21	-1	-3	451		1.92653978949479E-08	24240.9013728781
-21	1	3	451		1.92653978949479E-08	24240.9013728781
-21	1	-3	451		1.92653978949479E-08	24240.9013728781
-21	-1	3	451		1.92653978949479E-08	24240.9013728781
-21	-1	-3	451		1.92653978949479E-08	24240.9013728781
21	3	1	451		1.92653978949479E-08	24240.9013728781
21	3	-1	451		1.92653978949479E-08	24240.9013728781
21	-3	1	451		1.92653978949479E-08	24240.9013728781
21	-3	-1	451		1.92653978949479E-08	24240.9013728781
-21	3	1	451		1.92653978949479E-08	24240.9013728781
-21	3	-1	451		1.92653978949479E-08	24240.9013728781
-21	-3	1	451		1.92653978949479E-08	24240.9013728781
-21	-3	-1	451		1.92653978949479E-08	24240.9013728781
3	1	21	451		1.92653978949479E-08	24240.9013728781
3	1	-21	451		1.92653978949479E-08	24240.9013728781
3	-1	21	451		1.92653978949479E-08	24240.9013728781
3	-1	-21	451		1.92653978949479E-08	24240.9013728781
-3	1	21	451		1.92653978949479E-08	24240.9013728781
-3	1	-21	451		1.92653978949479E-08	24240.9013728781
-3	-1	21	451		1.92653978949479E-08	24240.9013728781
-3	-1	-21	451		1.92653978949479E-08	24240.9013728781
3	19	9	451		1.92653978949479E-08	24240.9013728781
3	19	-9	451		1.92653978949479E-08	24240.9013728781
3	-19	9	451		1.92653978949479E-08	24240.9013728781
3	-19	-9	451		1.92653978949479E-08	24240.9013728781
-3	19	9	451		1.92653978949479E-08	24240.9013728781
-3	19	-9	451		1.92653978949479E-08	24240.9013728781
-3	-19	9	451		1.92653978949479E-08	24240.9013728781
-3	-19	-9	451		1.92653978949479E-08	24240.9013728781
3	21	1	451		1.92653978949479E-08	24240.9013728781
3	21	-1	451		1.92653978949479E-08	24240.9013728781
3	-21	1	451		1.92653978949479E-08	24240.9013728781
3	-21	-1	451		1.92653978949479E-08	24240.9013728781
-3	21	1	451		1.92653978949479E-08	24240.9013728781
-3	21	-1	451		1.92653978949479E-08	24240.9013728781
-3	-21	1	451		1.92653978949479E-08	24240.9013728781
-3	-21	-1	451		1.92653978949479E-08	24240.9013728781
3	9	19	451		1.92653978949479E-08	24240.9013728781
3	9	-19	451		1.92653978949479E-08	24240.9013728781
3	-9	19	451		1.92653978949479E-08	24240.9013728781
3	-9	-19	451		1.92653978949479E-08	24240.9013728781
-3	9	19	451		1.92653978949479E-08	24240.9013728781
-3	9	-19	451		1.92653978949479E-08	24240.9013728781
-3	-9	19	451		1.92653978949479E-08	24240.9013728781
-3	-9	-19	451		1.92653978949479E-08	24240.9013728781
9	17	9	451		1.92653978949479E-08	24240.9013728781
9	17	-9	451		1.92653978949479E-08	24240.9013728781
9	-17	9	451		1.92653978949479E-08	24240.9013728781
9	-17	-9	451		1.92653978949479E-08	24240.9013728781
-9	17	9	451		1.92653978949479E-08	24240.9013728781
-9	17	-9	451		1.92653978949479E-08	24240.9013728781
-9	-17	9	451		1.92653978949479E-08	24240.9013728781
-9	-17	-9	451		1.92653978949479E-08	24240.9013728781
9	19	3	451		1.92653978949479E-08	24240.9013728781
9	19	-3	451		1.92653978949479E-08	24240.9013728781
9	-19	3	451		1.92653978949479E-08	24240.9013728781
9	-19	-3	451		1.92653978949479E-08	24240.9013728781
-9	19	3	451		1.92653978949479E-08	24240.9013728781
-9	19	-3	451		1.92653978949479E-08	24240.9013728781
-9	-19	3	451		1.92653978949479E-08	24240.9013728781
-9	-19	-3	451		1.92653978949479E-08	24240.9013728781
9	3	19	451		1.92653978949479E-08	24240.9013728781
9	3	-19	451		1.92653978949479E-08	24240.9013728781
9	-3	19	451		1.92653978949479E-08	24240.9013728781
9	-3	-19	451		1.92653978949479E-08	24240.9013728781
-9	3	19	451		1.92653978949479E-08	24240.9013728781
-9	3	-19	451		1.92653978949479E-08	24240.9013728781
-9	-3	19	451		1.92653978949479E-08	24240.9013728781
-9	-3	-19	451		1.92653978949479E-08	24240.9013728781
9	9	17	451		1.92653978949479E-08	24240.9013728781
9	9	-17	451		1.92653978949479E-08	24240.9013728781
9	-9	17	451		1.92653978949479E-08	24240.9013728781
9	-9	-17	451		1.92653978949479E-08	24240.9013728781
-9	9	17	451		1.92653978949479E-08	24240.9013728781
-9	9	-17	451		1.92653978949479E-08	24240.9013728781
-9	-9	17	451		1.92653978949479E-08	24240.9013728781
-9	-9	-17	451		1.92653978949479E-08	24240.9013728781
10	10	16	456		2.61750569221845E-08	24374.9040597368
10	10	-16	456		2.61750569221845E-08	24374.9040597368
10	-10	16	456		2.61750569221845E-08	24374.9040597368
10	-10	-16	456		2.61750569221845E-08	24374.9040597368
-10	10	16	456		2.61750569221845E-08	24374.9040597368
-10	10	-16	456		2.61750569221845E-08	24374.9040597368
-10	-10	16	456		2.61750569221845E-08	24374.9040597368
-10	-10	-16	456		2.61750569221845E-08	24374.9040597368
10	16	10	456		2.61750569221845E-08	24374.9040597368
10	16	-10	456		2.61750569221845E-08	24374.9040597368
10	-16	10	456		2.61750569221845E-08	24374.9040597368
10	-16	-10	456		2.61750569221845E-08	24374.9040597368
-10	16	10	456		2.61750569221845E-08	24374.9040597368
-10	16	-10	456		2.61750569221845E-08	24374.9040597368
-10	-16	10	456		2.61750569221845E-08	24374.9040597368
-10	-16	-10	456		2.61750569221845E-08	24374.9040597368
14	14	8	456		2.61750569221845E-08	24374.9040597368
14	14	-8	456		2.61750569221845E-08	24374.9040597368
14	-14	8	456		2.61750569221845E-08	24374.9040597368
14	-14	-8	456		2.61750569221845E-08	24374.9040597368
-14	14	8	456		2.61750569221845E-08	24374.9040597368
-14	14	-8	456		2.61750569221845E-08	24374.9040597368
-14	-14	8	456		2.61750569221845E-08	24374.9040597368
-14	-14	-8	456		2.61750569221845E-08	24374.9040597368
14	16	2	456		2.61750569221845E-08	24374.9040597368
14	16	-2	456		2.61750569221845E-08	24374.9040597368
14	-16	2	456		2.61750569221845E-08	24374.9040597368
14	-16	-2	456		2.61750569221845E-08	24374.9040597368
-14	16	2	456		2.61750569221845E-08	24374.9040597368
-14	16	-2	456		2.61750569221845E-08	24374.9040597368
-14	-16	2	456		2.61750569221845E-08	24374.9040597368
-14	-16	-2	456		2.61750569221845E-08	24374.9040597368
14	2	16	456		2.61750569221845E-08	24374.9040597368
14	2	-16	456		2.61750569221845E-08	24374.9040597368
14	-2	16	456		2.61750569221845E-08	24374.9040597368
14	-2	-16	456		2.61750569221845E-08	24374.9040597368
-14	2	16	456		2.61750569221845E-08	24374.9040597368
-14	2	-16	456		2.61750569221845E-08	24374.9040597368
-14	-2	16	456		2.61750569221845E-08	24374.9040597368
-14	-2	-16	456		2.61750569221845E-08	24374.9040597368
14	8	14	456		2.61750569221845E-08	24374.9040597368
14	8	-14	456		2.61750569221845E-08	24374.9040597368
14	-8	14	456		2.61750569221845E-08	24374.9040597368
14	-8	-14	456		2.61750569221845E-08	24374.9040597368
-14	8	14	456		2.61750569221845E-08	24374.9040597368
-14	8	-14	456		2.61750569221845E-08	24374.9040597368
-14	-8	14	456		2.61750569221845E-08	24374.9040597368
-14	-8	-14	456		2.61750569221845E-08	24374.9040597368
16	10	10	456		2.61750569221845E-08	24374.9040597368
16	10	-10	456		2.61750569221845E-08	24374.9040597368
16	-10	10	456		2.61750569221845E-08	24374.9040597368
16	-10	-10	456		2.61750569221845E-08	24374.9040597368
-16	10	10	456		2.61750569221845E-08	24374.9040597368
-16	10	-10	456		2.61750569221845E-08	24374.9040597368
-16	-10	10	456		2.61750569221845E-08	24374.9040597368
-16	-10	-10	456		2.61750569221845E-08	24374.9040597368
16	14	2	456		2.61750569221845E-08	24374.9040597368
16	14	-2	456		2.61750569221845E-08	24374.9040597368
16	-14	2	456		2.61750569221845E-08	24374.9040597368
16	-14	-2	456		2.61750569221845E-08	24374.9040597368
-16	14	2	456		2.61750569221845E-08	24374.9040597368
-16	14	-2	456		2.61750569221845E-08	24374.9040597368
-16	-14	2	456		2.61750569221845E-08	24374.9040597368
-16	-14	-2	456		2.61750569221845E-08	24374.9040597368
16	2	14	456		2.61750569221845E-08	24374.9040597368
16	2	-14	456		2.61750569221845E-08	24374.9040597368
16	-2	14	456		2.61750569221845E-08	24374.9040597368
16	-2	-14	456		2.61750569221845E-08	24374.9040597368
-16	2	14	456		2.61750569221845E-08	24374.9040597368
-16	2	-14	456		2.61750569221845E-08	24374.9040597368
-16	-2	14	456		2.61750569221845E-08	24374.9040597368
-16	-2	-14	456		2.61750569221845E-08	24374.9040597368
2	14	16	456		2.61750569221845E-08	24374.9040597368
2	14	-16	456		2.61750569221845E-08	24374.9040597368
2	-14	16	456		2.61750569221845E-08	24374.9040597368
2	-14	-16	456		2.61750569221845E-08	24374.9040597368
-2	14	16	456		2.61750569221845E-08	24374.9040597368
-2	14	-16	456		2.61750569221845E-08	24374.9040597368
